"volume","interment id","message"
"09","77663","Has an infant name but is missing last name"
"09","77730","Has an infant name but is missing last name"
"09","77741","Has an infant name but is missing last name"
"09","77751","Has an infant name but is missing last name"
"09","77761","Has an infant name but is missing last name"
"09","77781","Has an infant name but is missing last name"
"09","77807","Has an infant name but is missing last name"
"09","77811","Has an infant name but is missing last name"
"09","77826","Unable geocode residence place: Hudson 657  New York United States"
"09","77827","Has an infant name but is missing last name"
"09","77840","Has an infant name but is missing last name"
"09","77846","Unable geocode residence place: Crosby 37  New York United States"
"09","77848","Unable geocode residence place: North 1St 69 Brooklyn New York United States"
"09","77850","Has an infant name but is missing last name"
"09","77876","Has an infant name but is missing last name"
"09","77882","Has an infant name but is missing last name"
"09","77895","Has an infant name but is missing last name"
"09","77917","Has an infant name but is missing last name"
"09","77920","Has an infant name but is missing last name"
"09","77924","Has an infant name but is missing last name"
"09","77940","Has an infant name but is missing last name"
"09","77988","Has an infant name but is missing last name"
"09","78001","Unable geocode residence place: Second 194  New York United States"
"09","78014","Has an infant name but is missing last name"
"09","78017","Has an infant name but is missing last name"
"09","78027","Has an infant name but is missing last name"
"09","78033","Has an infant name but is missing last name"
"09","78042","Has an infant name but is missing last name"
"09","78066","Unable geocode residence place: Third Av 692  New York United States"
"09","78096","Has an infant name but is missing last name"
"09","78129","Has an infant name but is missing last name"
"09","78178","Has an infant name but is missing last name"
"09","78183","Has an infant name but is missing last name"
"09","78191","Has an infant name but is missing last name"
