"volume","interment id","message"
"09","70592","Has an infant name but is missing last name"
"09","70597","Has an infant name but is missing last name"
"09","70618","Has an infant name but is missing last name"
"09","70636","Has an infant name but is missing last name"
"09","70638","Has an infant name but is missing last name"
"09","70640","Unable geocode residence place: West 39Th 205  New York United States"
"09","70644","Has an infant name but is missing last name"
"09","70660","Has an infant name but is missing last name"
"09","70674","Has an infant name but is missing last name"
"09","70697","Has an infant name but is missing last name"
"09","70729","Has an infant name but is missing last name"
"09","70754","Unable geocode residence place: Gold 100  New York United States"
"09","70801","Unable geocode residence place: East 28Th 114  New York United States"
"09","70802","Has an infant name but is missing last name"
"09","70803","Has an infant name but is missing last name"
"09","70807","Has an infant name but is missing last name"
"09","70816","Unable geocode residence place: Blackwells Simatic Asyhum"
"09","70819","Has an infant name but is missing last name"
"09","70820","Has an infant name but is missing last name"
"09","70827","Has an infant name but is missing last name"
"09","70852","Unable geocode birth place: Alneny"
"09","70869","Has an infant name but is missing last name"
"09","70875","Has an infant name but is missing last name"
"09","70892","Has an infant name but is missing last name"
"09","70893","Has an infant name but is missing last name"
"09","70920","Has an infant name but is missing last name"
"09","70921","Unable geocode residence place: Grand 214  New York United States"
"09","70942","Has an infant name but is missing last name"
"09","70973","Has an infant name but is missing last name"
"09","70981","Has an infant name but is missing last name"
"09","71047","Unable to parse death date: September 31, 1859"
"09","71048","Unable to parse death date: September 31, 1859"
"09","71049","Unable to parse death date: September 31, 1859"
"09","71052","Unable to parse death date: September 31, 1859"
"09","71053","Unable to parse death date: September 31, 1859"
"09","71064","Unable to parse death date: September 31, 1859"
"09","71065","Unable to parse death date: September 31, 1859"
"09","71066","Unable to parse death date: September 31, 1859"
"09","71074","Unable to parse death date: September 31, 1859"
"09","71077","Unable to parse death date: September 31, 1859"
"09","71078","Unable to parse death date: September 31, 1859"
"09","71079","Has an infant name but is missing last name"
"09","71080","Unable to parse death date: September 31, 1859"
"09","71081","Unable to parse death date: September 31, 1859"
"09","71091","Has an infant name but is missing last name"
"09","71105","Has an infant name but is missing last name"
"09","71107","Has an infant name but is missing last name"
"09","71110","Has an infant name but is missing last name"
"09","71116","Has an infant name but is missing last name"
"09","71117","Unable to parse death date: September 31, 1859"
"09","71135","Has an infant name but is missing last name"
"09","71136","Has an infant name but is missing last name"
"09","71137","Has an infant name but is missing last name"
"09","71144","Has an infant name but is missing last name"
"09","71157","Has an infant name but is missing last name"
"09","71168","Has an infant name but is missing last name"
"09","71208","Has an infant name but is missing last name"
"09","71210","Has an infant name but is missing last name"
"09","71212","Has an infant name but is missing last name"
"09","71213","Has an infant name but is missing last name"
"09","71214","Has an infant name but is missing last name"
"09","71220","Unable geocode residence place: West 39Th 205  New York United States"
"09","71223","Has an infant name but is missing last name"
"09","71276","Has an infant name but is missing last name"
"09","71303","Has an infant name but is missing last name"
"09","71348","Has an infant name but is missing last name"
"09","71351","Has an infant name but is missing last name"
"09","71359","Has an infant name but is missing last name"
"09","71379","Has an infant name but is missing last name"
"09","71402","Has an infant name but is missing last name"
"09","71413","Has an infant name but is missing last name"
"09","71421","Has an infant name but is missing last name"
"09","71427","Has an infant name but is missing last name"
"09","71429","Has an infant name but is missing last name"
"09","71431","Has an infant name but is missing last name"
"09","71488","Has an infant name but is missing last name"
"09","71498","Has an infant name but is missing last name"
"09","71505","Has an infant name but is missing last name"
"09","71512","Has an infant name but is missing last name"
"09","71515","Has an infant name but is missing last name"
"09","71519","Has an infant name but is missing last name"
"09","71563","Has an infant name but is missing last name"
"09","71565","Has an infant name but is missing last name"
"09","71583","Has an infant name but is missing last name"
"09","71586","Has an infant name but is missing last name"
"09","71594","Has an infant name but is missing last name"
"09","71603","Has an infant name but is missing last name"
"09","71607","Has an infant name but is missing last name"
"09","71614","Has an infant name but is missing last name"
"09","71617","Has an infant name but is missing last name"
"09","71626","Has an infant name but is missing last name"
"09","71654","Has an infant name but is missing last name"
"09","71665","Has an infant name but is missing last name"
"09","71666","Has an infant name but is missing last name"
"09","71669","Has an infant name but is missing last name"
"09","71676","Has an infant name but is missing last name"
"09","71683","Has an infant name but is missing last name"
"09","71686","Unable geocode residence place: Jay 243 Brooklyn New York United States"
"09","71697","Has an infant name but is missing last name"
"09","71707","Has an infant name but is missing last name"
"09","71728","Has an infant name but is missing last name"
"09","71759","Has an infant name but is missing last name"
"09","71760","Has an infant name but is missing last name"
"09","71761","Has an infant name but is missing last name"
"09","71766","Has an infant name but is missing last name"
"09","71767","Has an infant name but is missing last name"
"09","71770","Has an infant name but is missing last name"
"09","71804","Has an infant name but is missing last name"
"09","71811","Has an infant name but is missing last name"
"09","71869","Has an infant name but is missing last name"
"09","71870","Has an infant name but is missing last name"
"09","71875","Has an infant name but is missing last name"
"09","71882","Has an infant name but is missing last name"
"09","71896","Has an infant name but is missing last name"
"09","71901","Has an infant name but is missing last name"
"09","71916","Unable geocode residence place: Mott 297 Brooklyn New York United States"
"09","71918","Has an infant name but is missing last name"
"09","71920","Has an infant name but is missing last name"
"09","71935","Has an infant name but is missing last name"
"09","71945","Has an infant name but is missing last name"
"09","71946","Has an infant name but is missing last name"
"09","71960","Has an infant name but is missing last name"
"09","71972","Has an infant name but is missing last name"
"09","71975","Has an infant name but is missing last name"
"09","71992","Has an infant name but is missing last name"
"09","72001","Has an infant name but is missing last name"
"09","72042","Has an infant name but is missing last name"
"09","72060","Has an infant name but is missing last name"
"09","72067","Has an infant name but is missing last name"
"09","72107","Has an infant name but is missing last name"
"09","72119","Has an infant name but is missing last name"
"09","72121","Has an infant name but is missing last name"
"09","72122","Has an infant name but is missing last name"
"09","72126","Has an infant name but is missing last name"
"09","72129","Unable to parse death date: November 31, 1859"
"09","72130","Unable to parse death date: November 31, 1859"
"09","72131","Unable to parse death date: November 31, 1859"
"09","72134","Has an infant name but is missing last name"
"09","72134","Unable to parse death date: November 31, 1859"
"09","72135","Unable to parse death date: November 31, 1859"
"09","72138","Has an infant name but is missing last name"
"09","72139","Unable to parse death date: November 31, 1859"
"09","72140","Unable to parse death date: November 31, 1859"
"09","72141","Unable to parse death date: November 31, 1859"
"09","72154","Unable to parse death date: November 31, 1859"
"09","72179","Has an infant name but is missing last name"
"09","72182","Unable geocode residence place: Feish Kill"
"09","72200","Has an infant name but is missing last name"
"09","72209","Unable geocode residence place: Hulton 73  New York United States"
"09","72210","Has an infant name but is missing last name"
"09","72237","Has an infant name but is missing last name"
"09","72247","Has an infant name but is missing last name"
"09","72248","Has an infant name but is missing last name"
"09","72269","Has an infant name but is missing last name"
"09","72283","Has an infant name but is missing last name"
"09","72290","Has an infant name but is missing last name"
"09","72317","Has an infant name but is missing last name"
"09","72319","Has an infant name but is missing last name"
"09","72328","Unable geocode residence place: Carl 82 Brooklyn New York United States"
"09","72349","Has an infant name but is missing last name"
"09","72373","Has an infant name but is missing last name"
"09","72404","Has an infant name but is missing last name"
"09","72426","Unable geocode death place: Laugerties"
"09","72453","Has an infant name but is missing last name"
"09","72472","Has an infant name but is missing last name"
"09","72477","Has an infant name but is missing last name"
"09","72478","Has an infant name but is missing last name"
"09","72486","Unable geocode residence place: East 22Nd 105  New York United States"
"09","72531","Has an infant name but is missing last name"
"09","72537","Has an infant name but is missing last name"
"09","72538","Has an infant name but is missing last name"
"09","72560","Has an infant name but is missing last name"
"09","72592","Has an infant name but is missing last name"
"09","72603","Has an infant name but is missing last name"
"09","72610","Has an infant name but is missing last name"
"09","72654","Has an infant name but is missing last name"
"09","72693","Has an infant name but is missing last name"
"09","72694","Has an infant name but is missing last name"
"09","72700","Has an infant name but is missing last name"
"09","72706","Has an infant name but is missing last name"
"09","72709","Has an infant name but is missing last name"
"09","72715","Has an infant name but is missing last name"
"09","72723","Has an infant name but is missing last name"
"09","72753","Has an infant name but is missing last name"
"09","72758","Has an infant name but is missing last name"
"09","72765","Has an infant name but is missing last name"
"09","72772","Has an infant name but is missing last name"
"09","72795","Has an infant name but is missing last name"
"09","72797","Has an infant name but is missing last name"
"09","72807","Has an infant name but is missing last name"
"09","72813","Has an infant name but is missing last name"
"09","72849","Has an infant name but is missing last name"
"09","72851","Has an infant name but is missing last name"
"09","72869","Has an infant name but is missing last name"
"09","72878","Has an infant name but is missing last name"
"09","72894","Has an infant name but is missing last name"
"09","72899","Has an infant name but is missing last name"
"09","72943","Unable to parse death date: December 0, 1859"
"09","72945","Has an infant name but is missing last name"
"09","72946","Has an infant name but is missing last name"
"09","72953","Has an infant name but is missing last name"
"09","73022","Has an infant name but is missing last name"
"09","73054","Has an infant name but is missing last name"
"09","73073","Has an infant name but is missing last name"
"09","73086","Has an infant name but is missing last name"
"09","73099","Has an infant name but is missing last name"
"09","73112","Has an infant name but is missing last name"
"09","73133","Has an infant name but is missing last name"
"09","73136","Has an infant name but is missing last name"
"09","73156","Has an infant name but is missing last name"
"09","73165","Has an infant name but is missing last name"
"09","73177","Has an infant name but is missing last name"
"09","73197","Has an infant name but is missing last name"
"09","73229","Has an infant name but is missing last name"
"09","73281","Has an infant name but is missing last name"
"09","73292","Has an infant name but is missing last name"
"09","73300","Has an infant name but is missing last name"
"09","73341","Unable geocode residence place: Greene 70  New York United States"
"09","73346","Has an infant name but is missing last name"
"09","73350","Has an infant name but is missing last name"
"09","73369","Has an infant name but is missing last name"
"09","73371","Has an infant name but is missing last name"
"09","73372","Has an infant name but is missing last name"
"09","73376","Has an infant name but is missing last name"
"09","73380","Has an infant name but is missing last name"
"09","73389","Unable geocode residence place: South 10Th 68"
"09","73393","Has an infant name but is missing last name"
"09","73400","Unable geocode residence place: East B Way 139"
"09","73405","Unable geocode residence place: Cannover"
"09","73406","Unable geocode residence place: Leonard 10"
"09","73408","Has an infant name but is missing last name"
"09","73421","Unable geocode residence place: Cor 1St Av & 44Th St"
"09","73436","Unable geocode residence place: Henry 313"
"09","73447","Has an infant name but is missing last name"
"09","73473","Has an infant name but is missing last name"
"09","73475","Has an infant name but is missing last name"
"09","73480","Has an infant name but is missing last name"
"09","73488","Has an infant name but is missing last name"
"09","73503","Has an infant name but is missing last name"
"09","73515","Has an infant name but is missing last name"
"09","73524","Has an infant name but is missing last name"
"09","73525","Has an infant name but is missing last name"
"09","73564","Has an infant name but is missing last name"
"09","73567","Unable geocode residence place: Elizabeth 127  New York United States"
"09","73576","Has an infant name but is missing last name"
"09","73617","Unable geocode residence place: Ninth Av 237  New York United States"
"09","73629","Has an infant name but is missing last name"
"09","73702","Has an infant name but is missing last name"
"09","73703","Has an infant name but is missing last name"
"09","73712","Has an infant name but is missing last name"
"09","73713","Has an infant name but is missing last name"
"09","73718","Unable geocode residence place: West 18Th 30  New York United States"
"09","73727","Has an infant name but is missing last name"
"09","73729","Has an infant name but is missing last name"
"09","73752","Has an infant name but is missing last name"
"09","73761","Has an infant name but is missing last name"
"09","73769","Has an infant name but is missing last name"
"09","73774","Has an infant name but is missing last name"
"09","73787","Has an infant name but is missing last name"
"09","73799","Unable geocode residence place: Chrystie 155  New York United States"
"09","73800","Has an infant name but is missing last name"
"09","73820","Unable geocode residence place: Canal 267  New York United States"
"09","73839","Has an infant name but is missing last name"
"09","73851","Has an infant name but is missing last name"
"09","73853","Has an infant name but is missing last name"
"09","73869","Has an infant name but is missing last name"
"09","73881","Has an infant name but is missing last name"
"09","73904","Has an infant name but is missing last name"
"09","73913","Has an infant name but is missing last name"
"09","73933","Has an infant name but is missing last name"
"09","73933","Unable geocode residence place: Atlantic 308 Brooklyn New York United States"
"09","73941","Has an infant name but is missing last name"
"09","73969","Has an infant name but is missing last name"
"09","74003","Has an infant name but is missing last name"
"09","74056","Has an infant name but is missing last name"
"09","74057","Has an infant name but is missing last name"
"09","74085","Unable geocode residence place: Seventeenth"
"09","74094","Has an infant name but is missing last name"
"09","74094","Unable geocode residence place: Twentyfirst"
"09","74095","Unable geocode residence place: Tenth 267"
"09","74101","Unable geocode residence place: 63Rd N Cor 9Th Ave"
"09","74104","Has an infant name but is missing last name"
"09","74104","Unable geocode residence place: Elizabeth 15"
"09","74105","Has an infant name but is missing last name"
"09","74109","Unable geocode residence place: Third 199"
"09","74110","Has an infant name but is missing last name"
"09","74112","Unable geocode residence place: 9Th Av 85"
"09","74113","Has an infant name but is missing last name"
"09","74113","Unable geocode residence place: Atlantic 43"
"09","74114","Has an infant name but is missing last name"
"09","74120","Unable geocode residence place: Sackett 264"
"09","74125","Unable geocode residence place: Stanton 4"
"09","74127","Has an infant name but is missing last name"
"09","74128","Has an infant name but is missing last name"
"09","74128","Unable geocode residence place: Thomas 22"
"09","74129","Unable geocode residence place: Second 314"
"09","74130","Unable geocode residence place: Cor Band & State"
"09","74132","Has an infant name but is missing last name"
"09","74134","Has an infant name but is missing last name"
"09","74135","Unable geocode residence place: Tillary 8"
"09","74139","Has an infant name but is missing last name"
"09","74153","Has an infant name but is missing last name"
"09","74161","Has an infant name but is missing last name"
"09","74163","Has an infant name but is missing last name"
"09","74180","Has an infant name but is missing last name"
"09","74181","Has an infant name but is missing last name"
"09","74255","Has an infant name but is missing last name"
"09","74264","Has an infant name but is missing last name"
"09","74276","Unable geocode residence place: Randalls Islam"
"09","74288","Unable geocode residence place: Plymouth 140 Brooklyn New York United States"
"09","74314","Has an infant name but is missing last name"
"09","74325","Has an infant name but is missing last name"
"09","74346","Has an infant name but is missing last name"
"09","74350","Has an infant name but is missing last name"
"09","74355","Unable geocode residence place: Atlantic 444 Brooklyn New York United States"
"09","74360","Has an infant name but is missing last name"
"09","74364","Has an infant name but is missing last name"
"09","74402","Has an infant name but is missing last name"
"09","74413","Has an infant name but is missing last name"
"09","74433","Has an infant name but is missing last name"
"09","74456","Has an infant name but is missing last name"
"09","74501","Has an infant name but is missing last name"
"09","74531","Has an infant name but is missing last name"
"09","74535","Has an infant name but is missing last name"
"09","74536","Has an infant name but is missing last name"
"09","74537","Has an infant name but is missing last name"
"09","74545","Has an infant name but is missing last name"
"09","74548","Has an infant name but is missing last name"
"09","74551","Has an infant name but is missing last name"
"09","74561","Has an infant name but is missing last name"
"09","74583","Has an infant name but is missing last name"
"09","74591","Has an infant name but is missing last name"
"09","74603","Has an infant name but is missing last name"
"09","74621","Has an infant name but is missing last name"
"09","74622","Has an infant name but is missing last name"
"09","74628","Has an infant name but is missing last name"
"09","74632","Has an infant name but is missing last name"
"09","74664","Has an infant name but is missing last name"
"09","74668","Has an infant name but is missing last name"
"09","74725","Has an infant name but is missing last name"
"09","74733","Unable geocode residence place: Laurens 20  New York United States"
"09","74755","Has an infant name but is missing last name"
"09","74761","Has an infant name but is missing last name"
"09","74769","Has an infant name but is missing last name"
"09","74785","Has an infant name but is missing last name"
"09","74798","Has an infant name but is missing last name"
"09","74800","Has an infant name but is missing last name"
"09","74847","Has an infant name but is missing last name"
"09","74847","Unable geocode residence place: Third Av 395  New York United States"
"09","74854","Has an infant name but is missing last name"
"09","74872","Unable geocode residence place: Ship S Russell   At Sea"
"09","74885","Has an infant name but is missing last name"
"09","74887","Has an infant name but is missing last name"
"09","74890","Has an infant name but is missing last name"
"09","74891","Has an infant name but is missing last name"
"09","74900","Has an infant name but is missing last name"
"09","74933","Has an infant name but is missing last name"
"09","74934","Has an infant name but is missing last name"
"09","74935","Has an infant name but is missing last name"
"09","74972","Unable geocode residence place: Lueens Si"
"09","74972","Unable geocode death place: Lueens Si"
"09","74999","Has an infant name but is missing last name"
"09","75007","Has an infant name but is missing last name"
"09","75023","Has an infant name but is missing last name"
"09","75027","Has an infant name but is missing last name"
"09","75028","Has an infant name but is missing last name"
"09","75043","Has an infant name but is missing last name"
"09","75056","Has an infant name but is missing last name"
"09","75088","Has an infant name but is missing last name"
"09","75105","Unable geocode residence place: Laurens 111  New York United States"
"09","75117","Has an infant name but is missing last name"
"09","75130","Has an infant name but is missing last name"
"09","75138","Has an infant name but is missing last name"
"09","75145","Has an infant name but is missing last name"
"09","75176","Has an infant name but is missing last name"
"09","75188","Has an infant name but is missing last name"
"09","75216","Has an infant name but is missing last name"
"09","75298","Unable to parse death date: April 31, 1860"
"09","75299","Unable to parse death date: April 31, 1860"
"09","75300","Unable to parse death date: April 31, 1860"
"09","75301","Unable to parse death date: April 31, 1860"
"09","75304","Unable to parse death date: April 31, 1860"
"09","75309","Unable to parse death date: April 31, 1860"
"09","75315","Unable to parse death date: April 31, 1860"
"09","75318","Unable to parse death date: April 31, 1860"
"09","75319","Unable to parse death date: April 31, 1860"
"09","75333","Unable to parse death date: April 31, 1860"
"09","75352","Unable to parse death date: April 31, 1860"
"09","75364","Has an infant name but is missing last name"
"09","75365","Has an infant name but is missing last name"
"09","75367","Unable geocode residence place: Hammond 113  New York United States"
"09","75372","Has an infant name but is missing last name"
"09","75375","Has an infant name but is missing last name"
"09","75383","Has an infant name but is missing last name"
"09","75399","Has an infant name but is missing last name"
"09","75422","Has an infant name but is missing last name"
"09","75438","Has an infant name but is missing last name"
"09","75529","Has an infant name but is missing last name"
"09","75533","Has an infant name but is missing last name"
"09","75546","Has an infant name but is missing last name"
"09","75556","Has an infant name but is missing last name"
"09","75585","Has an infant name but is missing last name"
"09","75600","Has an infant name but is missing last name"
"09","75616","Has an infant name but is missing last name"
"09","75636","Unable geocode residence place: West 29Th 252  New York United States"
"09","75694","Has an infant name but is missing last name"
"09","75709","Has an infant name but is missing last name"
"09","75720","Has an infant name but is missing last name"
"09","75733","Has an infant name but is missing last name"
"09","75735","Has an infant name but is missing last name"
"09","75780","Has an infant name but is missing last name"
"09","75785","Has an infant name but is missing last name"
"09","75790","Has an infant name but is missing last name"
"09","75820","Unable to parse death date: April 0, 1860"
"09","75821","Unable to parse death date: April 0, 1860"
"09","75825","Has an infant name but is missing last name"
"09","75833","Has an infant name but is missing last name"
"09","75837","Has an infant name but is missing last name"
"09","75861","Has an infant name but is missing last name"
"09","75861","Unable geocode residence place: East 35Th 131  New York United States"
"09","75865","Has an infant name but is missing last name"
"09","75900","Unable geocode residence place: 9Th Av 495  New York United States"
"09","75903","Unable geocode residence place: Laurens 24  New York United States"
"09","75912","Has an infant name but is missing last name"
"09","75945","Has an infant name but is missing last name"
"09","75953","Has an infant name but is missing last name"
"09","75973","Has an infant name but is missing last name"
"09","75998","Has an infant name but is missing last name"
"09","76000","Has an infant name but is missing last name"
"09","76001","Has an infant name but is missing last name"
"09","76002","Has an infant name but is missing last name"
"09","76025","Has an infant name but is missing last name"
"09","76031","Has an infant name but is missing last name"
"09","76046","Has an infant name but is missing last name"
"09","76048","Has an infant name but is missing last name"
"09","76050","Has an infant name but is missing last name"
"09","76056","Has an infant name but is missing last name"
"09","76068","Has an infant name but is missing last name"
"09","76069","Has an infant name but is missing last name"
"09","76074","Unable geocode residence place: Crosby 89  New York United States"
"09","76093","Has an infant name but is missing last name"
"09","76094","Has an infant name but is missing last name"
"09","76104","Has an infant name but is missing last name"
"09","76116","Has an infant name but is missing last name"
"09","76131","Unable geocode residence place: Broome 423  New York United States"
"09","76140","Has an infant name but is missing last name"
"09","76148","Has an infant name but is missing last name"
"09","76173","Has an infant name but is missing last name"
"09","76219","Has an infant name but is missing last name"
"09","76248","Has an infant name but is missing last name"
"09","76254","Unable geocode residence place: Pett 94  New York United States"
"09","76270","Has an infant name but is missing last name"
"09","76291","Has an infant name but is missing last name"
"09","76320","Unable geocode residence place: 9Th Av 495  New York United States"
"09","76328","Has an infant name but is missing last name"
"09","76360","Has an infant name but is missing last name"
"09","76426","Has an infant name but is missing last name"
"09","76445","Has an infant name but is missing last name"
"09","76489","Has an infant name but is missing last name"
"09","76512","Has an age greater than 120 years: 410"
"09","76519","Has an infant name but is missing last name"
"09","76522","Has an infant name but is missing last name"
"09","76525","Has an infant name but is missing last name"
"09","76532","Has an infant name but is missing last name"
"09","76552","Has an infant name but is missing last name"
"09","76553","Has an infant name but is missing last name"
"09","76554","Has an infant name but is missing last name"
"09","76563","Has an infant name but is missing last name"
"09","76576","Has an infant name but is missing last name"
"09","76579","Has an infant name but is missing last name"
"09","76584","Has an infant name but is missing last name"
"09","76605","Has an infant name but is missing last name"
"09","76611","Has an infant name but is missing last name"
"09","76625","Has an infant name but is missing last name"
"09","76633","Has an infant name but is missing last name"
"09","76644","Has an infant name but is missing last name"
"09","76649","Unable geocode residence place: Second Af 520  New York United States"
"09","76652","Has an infant name but is missing last name"
"09","76662","Has an infant name but is missing last name"
"09","76667","Has an infant name but is missing last name"
"09","76682","Has an infant name but is missing last name"
"09","76687","Has an infant name but is missing last name"
"09","76691","Has an infant name but is missing last name"
"09","76698","Has an infant name but is missing last name"
"09","76707","Has an infant name but is missing last name"
"09","76709","Has an infant name but is missing last name"
"09","76711","Has an infant name but is missing last name"
"09","76730","Has an infant name but is missing last name"
"09","76750","Has an infant name but is missing last name"
"09","76756","Has an infant name but is missing last name"
"09","76771","Has an infant name but is missing last name"
"09","76786","Has an infant name but is missing last name"
"09","76838","Has an infant name but is missing last name"
"09","76839","Has an infant name but is missing last name"
"09","76851","Has an infant name but is missing last name"
"09","76882","Has an infant name but is missing last name"
"09","76915","Has an infant name but is missing last name"
"09","76960","Has an infant name but is missing last name"
"09","76970","Has an infant name but is missing last name"
"09","76971","Has an infant name but is missing last name"
"09","76973","Has an infant name but is missing last name"
"09","76974","Has an infant name but is missing last name"
"09","76982","Has an infant name but is missing last name"
"09","76995","Has an infant name but is missing last name"
"09","76996","Has an infant name but is missing last name"
"09","77001","Unable geocode residence place: 2Nd Av 495  New York United States"
"09","77017","Unable geocode residence place: West 10Th 128  New York United States"
"09","77019","Has an infant name but is missing last name"
"09","77020","Has an infant name but is missing last name"
"09","77021","Has an infant name but is missing last name"
"09","77024","Has an infant name but is missing last name"
"09","77034","Has an infant name but is missing last name"
"09","77050","Has an infant name but is missing last name"
"09","77056","Has an infant name but is missing last name"
"09","77087","Has an infant name but is missing last name"
"09","77092","Has an infant name but is missing last name"
"09","77107","Has an infant name but is missing last name"
"09","77110","Unable geocode residence place: Crosby 37  New York United States"
"09","77111","Has an infant name but is missing last name"
"09","77115","Unable geocode residence place: Sullivan 62  New York United States"
"09","77141","Has an infant name but is missing last name"
"09","77155","Has an infant name but is missing last name"
"09","77156","Unable geocode residence place: Sullivan 156  New York United States"
"09","77173","Has an infant name but is missing last name"
"09","77182","Has an infant name but is missing last name"
"09","77206","Has an infant name but is missing last name"
"09","77218","Has an infant name but is missing last name"
"09","77250","Has an infant name but is missing last name"
"09","77255","Has an infant name but is missing last name"
"09","17276","Has an infant name but is missing last name"
"09","17299","Unable geocode residence place: First 80  New York United States"
"09","17317","Has an infant name but is missing last name"
"09","17322","Has an infant name but is missing last name"
"09","77329","Has an infant name but is missing last name"
"09","77335","Has an infant name but is missing last name"
"09","77337","Has an infant name but is missing last name"
"09","77349","Has an infant name but is missing last name"
"09","77358","Has an infant name but is missing last name"
"09","77359","Unable to parse death date: April 0, 1860"
"09","77360","Has an infant name but is missing last name"
"09","77378","Unable geocode residence place: Atlantic 136 Brooklyn New York United States"
"09","77387","Has an infant name but is missing last name"
"09","77410","Has an infant name but is missing last name"
"09","77437","Has an infant name but is missing last name"
"09","77446","Has an infant name but is missing last name"
"09","77503","Unable geocode residence place: West 17Th  37  New York United States"
"09","77504","Has an infant name but is missing last name"
"09","77525","Has an infant name but is missing last name"
"09","77503","Unable geocode residence place: West 17Th  37  New York United States"
"09","77504","Has an infant name but is missing last name"
"09","77525","Has an infant name but is missing last name"
"09","77574","Has an infant name but is missing last name"
"09","77608","Has an infant name but is missing last name"
